,user_name,user_description,tweets,label,date
312950,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,ethical organization provide free wifi secure openai chatgpt,negativ,2022-12-27 00:12:47+00:00
312957,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,openai chatgpts response tell paranoia cybersecurity asked hour apart response evolved but use word please asking time second time,neutral,2022-12-27 00:08:30+00:00
313009,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,tell paranoia cybersecurity chatgpt openai,positiv,2022-12-26 23:41:48+00:00
313180,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,brain hacked chatgpt openai,negativ,2022-12-26 21:07:08+00:00
313342,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,rap psychiatry chatgpt openai,negativ,2022-12-26 19:07:23+00:00
313345,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,lexfridman great enjoy video posed question twitter amp love response believe chatgpt considered entity amp fully cited generates report essay article etc promptengineer obtained,positiv,2022-12-26 19:02:47+00:00
313368,ryan louie phd,psychiatrist wapermanente patientcare psybersecurity wawx wastatepks previous uhpsych statedept stanfordmed fulbrightprgrm view,depressed chatgpt openai,negativ,2022-12-26 18:53:03+00:00
313381,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,believe chatgpt considered entity fully cited generates report essay article etc promptengineer obtained chatgpt result thought this elonmusk adnanmasood andrewyng,positiv,2022-12-26 18:41:33+00:00
313556,susan nasif oadorisio phdcarpacciodiscienza,virologist phd scicomics artist virology vaccine comic heritage studied exlabneytsvirology vanranstmarckuleuven,chatgpt receives update vaccineswork yfv,negativ,2022-12-26 16:23:43+00:00
313658,bharath holla phd,psychiatrist brain imaging genetics tweet personal opinion,far productive use chatgpt,positiv,2022-12-26 14:43:00+00:00
313728,donald frederick phd,aesthete cofounder soltypeio neurofooeth,getting chatgpt help write creatorconsumer manifesto,negativ,2022-12-26 13:41:54+00:00
313737,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,abhidadhaniya plenty people faculty amp student learning technology like chatgpt need maximize ailiteracy vital order effective amp competitive job market share guide instructor,positiv,2022-12-26 13:34:11+00:00
313763,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,great joke originally msumetech chatgpt turned meme like it funny real life stress new reality needing ailiteracy skill,negativ,2022-12-26 13:05:53+00:00
313767,jonathan raskin phd,prof psych coun suny new paltz licensed psychologist author abnormal psychology contrasting perspective past prez apa division humanistic,asked new chatgpt explain theory psychologist carl rogers here essay generated second whaddya think teach implication student writing chatgpt writing student,positiv,2022-12-26 13:00:36+00:00
314176,david kim phd mba,obgyn cedarssinai doc impacting health tweetsopinions,elonmusk obgyn impressed openai chatgpt can wait application healthcare reason don credit vision open thankyou,negativ,2022-12-26 04:45:18+00:00
314492,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,openaicommunity garyvee bryanalexander great future trend forum webinars chatgpt good academic discussion this additionally great pager use chatgpt education,positiv,2022-12-25 20:39:48+00:00
314514,brent anders phd,director aua author instructor focusing higher education engagement enhanced learning,informative highlight video contribution great future trend forum webinar held bryanalexander topic chatgpt education link video description video great contributor,positiv,2022-12-25 20:21:14+00:00
315516,waleed rikab phd,geopolitics security diligence,great heist intellectual property age language model artificialintelligence creativity chatgpt,neutral,2022-12-24 17:35:12+00:00
315806,kathleen moss phd,research officer ucdsb rwl studentsuccess adjunct professor department sociology anthropology carleton university education tweet own,great convo amp read post use chatgpt enhance amp accelerate learning process amp deepen student understanding time rethink amp reenvision research writing amp assignment era writing tool torreytrust,positiv,2022-12-24 13:49:55+00:00
315977,susan nasif oadorisio phdcarpacciodiscienza,virologist phd scicomics artist virology vaccine comic heritage studied exlabneytsvirology vanranstmarckuleuven,need insist truth sometimes otherwise chatgpt greatest misinformation resource time stayvigilant,neutral,2022-12-24 10:22:36+00:00
316141,prateek pandya phd,researcher asst prof forensic dna comp toxicology biophys chem simulation drug discovery rts like endorsement personal account,chatgpt replace google goto web search platform,negativ,2022-12-24 06:49:37+00:00
316255,yusuke mazda phd,jsoapipr,know reliable chatgpt prompt peer reviewing chatgpt peerreview github desci artificialintelligence helpingjournaleditor,negativ,2022-12-24 04:13:18+00:00
316531,robert west phd precisionmedicine,suny emeritus prof upstatenews alum harvard ucdavis negotiating neuropathicpain dlmleptomeninges mark,driving chatgpt help detect early sign alzheimer disease neurosciencenew predicting dementia spontaneous peech large language model linguistics deeplearning nlp,negativ,2022-12-23 23:22:30+00:00
317061,alicia grandey phd,psuio prof seeking balance productivity wellbeing research life,new family holiday activity asking chatgpt write different style discussing change education know,negativ,2022-12-23 16:27:34+00:00
318068,donald frederick phd,aesthete cofounder soltypeio neurofooeth,aipill purple chatgpt spoken,negativ,2022-12-23 01:43:36+00:00
318442,jarryd willis phd,san diego professor social psychologist advisor ucsds mixed student union activeminds creator uta dreamer org catholic feminist intj,teaching chatgpt ucsd football,neutral,2022-12-22 20:32:09+00:00
318684,david kim phd mba,obgyn cedarssinai doc impacting health tweetsopinions,asked chat gpt rewrite rap song gangster paradise perspective christmas tree love christmastree gangstersparadise aimedicine chatgpt transformhealth thinkoutsidemedicinebox obgyn drdrdavidkim cedarssinai,negativ,2022-12-22 17:48:57+00:00
